"","job_id","task_index","start_time","end_time","task_duration","number_of_entries","avg_cpu_rate","avg_memory_usage","avg_disk_io_time","avg_disk_space_usage","stdev_cpu_rate","stdev_memory_usage","stdev_disk_io_time","stdev_disk_space_usage","var_cpu_rate","var_memory_usage","var_disk_io_time","var_disk_usage_space","median_cpu_rate","median_memory_usage","median_disk_io_time","median_disk_space_usage","max_cpu_time","max_memory_usage","max_disk_io_time","max_disk_usage_space"
"22432",4665897969,229,6e+08,2.514e+11,2.508e+11,861,0.222765505226481,0.077074065040651,0.000263126840882695,0.000375918002322882,0.0399869808101137,9.62383931855437e-05,0.000166155626928517,4.83881724016473e-06,0.0015989586343084,9.2618283229353e-09,2.76076923600084e-08,2.34141522837154e-11,0.2236,0.07703,0.0002165,0.0003757,1,0.07727,0.047,0.0003853
"22433",4665897969,230,6e+08,2.514e+11,2.508e+11,893,0.2098320268757,0.07714464725644,0.000420969123180292,0.000376211758118702,0.0392922621581655,8.36754747446724e-05,0.000201464705738924,4.19360587102764e-06,0.001543881865506,7.00158507374631e-09,4.05880276584714e-08,1.75863302015175e-11,0.2083,0.07715,0.0004072,0.0003767,1.328,0.07727,0.04865,0.0003853
"22434",4665897969,231,6e+08,2.514e+11,2.508e+11,883,0.219157644394111,0.0770407587768971,0.000415822329558324,0.000376174631936581,0.04711261121973,0.000284939408802561,0.000223621924811247,3.84445469763904e-06,0.00221959813594143,8.1190466688753e-08,5.00067652562869e-08,1.47798319221989e-11,0.2205,0.07703,0.0004301,0.0003767,1.742,0.07996,0.04999,0.0003843
"22435",4665897969,232,6e+08,2.514e+11,2.508e+11,908,0.202168612334802,0.0771054405286348,0.000432652661894273,0.000376103854625552,0.0349949329369066,7.88039294946482e-05,0.000200198899602814,4.26995303336912e-06,0.00122464533125859,6.21005930379749e-09,4.00795994021777e-08,1.82324989071781e-11,0.2063,0.07715,0.0003986,0.0003757,0.8203,0.07727,0.04285,0.0003853
"22436",4665897969,233,6e+08,2.514e+11,2.508e+11,872,0.207724770642202,0.0771977408256889,0.000271941444954129,0.000376140022935781,0.0327886311706675,7.37875548127331e-05,0.000159508087605166,4.56956853554913e-06,0.00107509433404607,5.44460324524209e-09,2.54428300114573e-08,2.08809566010806e-11,0.2079,0.07715,0.0002556,0.0003757,0.8594,0.07739,0.05286,0.0003853
"22437",4665897969,234,6e+08,2.514e+11,2.508e+11,836,0.230856459330143,0.0771322248803835,0.000201308696172249,0.000376116028708135,0.0351426979003052,8.11095342970313e-05,9.37060792171463e-05,4.70487391767419e-06,0.00123500921571212,6.5787565538813e-09,8.78082928225009e-09,2.21358385812109e-11,0.2283,0.07715,0.0001745,0.0003757,1.781,0.07727,0.0365,0.0003853
"22438",4665897969,235,6e+08,2.514e+11,2.508e+11,848,0.222569339622641,0.0770242570754718,0.000233876512971698,0.000376127476415096,0.0327998510311032,0.000355013231137688,8.04331516371694e-05,4.47268369204936e-06,0.00107583022766256,1.26034394282822e-07,6.46949188228789e-09,2.00048994091243e-11,0.2217,0.07703,0.0002241,0.0003767,2.141,0.07898,0.03687,0.0003843
"22439",4665897969,236,6e+08,2.514e+11,2.508e+11,866,0.220835912240185,0.0771339030023102,0.000218389237875289,0.00037628625866051,0.0428298277179123,8.84719860445757e-05,0.000109553125775944,4.55154759656195e-06,0.00183439414234605,7.8272923146716e-09,1.20018873672798e-08,2.07165855237688e-11,0.22375,0.07715,0.000185,0.0003757,1.406,0.07739,0.04523,0.0003853
"22440",4665897969,237,6e+08,2.514e+11,2.508e+11,853,0.217919226260258,0.0772111723329434,0.000259732883939039,0.000375956623681127,0.0335765089588051,8.72118169612223e-05,0.000137167333337299,4.66944858515849e-06,0.00112738195386072,7.60590101767774e-09,1.88148773348656e-08,2.18037500894386e-11,0.2192,0.07715,0.000226,0.0003757,1.703,0.07739,0.05743,0.0003843
"22441",4665897969,238,6e+08,2.514e+11,2.508e+11,927,0.202060194174757,0.0769253182308521,0.000174511471413161,0.000375900647249192,0.0336445124708429,0.00253284409778291,0.000143564379042236,4.78588633420627e-06,0.0011319532194007,6.41529922367374e-06,2.06107309297829e-08,2.29047080039423e-11,0.2034,0.07703,0.0001516,0.0003757,1.797,0.07886,NA,0.0003853
"22442",4665897969,239,6e+08,2.514e+11,2.508e+11,855,0.231910877192982,0.0771658128654979,0.000412648467836257,0.0003761550877193,0.0409034885230027,9.11378119720561e-05,0.000181895524549568,4.28703663399272e-06,0.00167309537335141,8.30610077105385e-09,3.30859818511626e-08,1.83786831011956e-11,0.2361,0.07715,0.0004215,0.0003757,1.281,0.07739,0.08398,0.0003843
"22443",4665897969,240,6e+08,2.514e+11,2.508e+11,874,0.203869908466819,0.0772251029748284,0.000222582236842105,0.000376153432494281,0.0301529468638393,7.15836307277262e-05,8.46055632207161e-05,4.89328205616985e-06,0.000909200204573514,5.12421618816347e-09,7.1581013278946e-09,2.39442092812338e-11,0.20325,0.07727,0.0002108,0.0003757,1.422,0.07739,0.0448,0.0003853
"22444",4665897969,241,6e+08,2.514e+11,2.508e+11,854,0.218969320843091,0.0771252576112423,0.000433953466042154,0.000376220140515224,0.0380195512763742,6.13953930315159e-05,0.000144657974018227,4.0879363286249e-06,0.00144548627925685,3.76939428549431e-09,2.0925929447058e-08,1.67112234268912e-11,0.218,0.07715,0.0003977,0.0003757,3.227,0.07727,0.05316,0.0003853
"22445",4665897969,242,6e+08,2.514e+11,2.508e+11,860,0.21678,0.0771844651162797,0.00031695671627907,0.000376037441860467,0.0370418382841504,6.80277108630843e-05,0.000142458210786423,4.60760043915055e-06,0.00137209778346915,4.62776944527139e-09,2.02943418204688e-08,2.12299818068603e-11,0.2168,0.07715,0.0002899,0.0003757,2.031,0.07727,0.06653,0.0003843
"22446",4665897969,243,6e+08,2.514e+11,2.508e+11,870,0.216162988505747,0.0771462528735641,0.000286709528735632,0.000376124022988508,0.0390965466945689,7.82929523274113e-05,0.000122295763813974,4.73504768162127e-06,0.00152853996344061,6.1297863841423e-09,1.49562538468432e-08,2.2420676547227e-11,0.2136,0.07715,0.0002632,0.0003757,1.703,0.07727,0.06348,0.0003843
"22447",4665897969,244,6e+08,2.514e+11,2.508e+11,851,0.223914923619271,0.0770616803760288,0.000279112455934195,0.000376126909518216,0.037842484691307,7.85238597106535e-05,9.0828042754149e-05,4.24883565670476e-06,0.0014320536476118,6.16599654385839e-09,8.24973335054953e-09,1.80526044376858e-11,0.2217,0.07703,0.0002708,0.0003757,1.414,0.07715,0.0592,0.0003843
"22448",4665897969,245,6e+08,2.514e+11,2.508e+11,864,0.219669444444445,0.0770645601851857,0.00058285962962963,0.000376215740740742,0.0372883641528745,8.80629243478342e-05,0.000264403182056628,3.89167128111881e-06,0.00139042210119737,7.75507864469237e-09,6.99090426816704e-08,1.5145105360285e-11,0.21815,0.07703,0.000577,0.0003767,5.93,0.07727,0.04779,0.0003853
"22449",4665897969,246,6e+08,2.514e+11,2.508e+11,867,0.221986966551327,0.0770471741637837,0.000500880126874279,0.000376157900807383,0.0391508237567711,0.0026216219387479,0.000272881533896856,3.9370968219068e-06,0.00153278700083376,6.87290158972432e-06,7.44643315419008e-08,1.55007313850686e-11,0.2258,0.07715,0.0004187,0.0003757,0.9688,0.07739,NA,0.0003843
"22450",4665897969,247,6e+08,2.514e+11,2.508e+11,870,0.216028045977012,0.0772163448275861,0.000242050002298851,0.000376166666666668,0.0366799386676875,6.7513597076789e-05,0.000105884947193218,4.76216307590242e-06,0.00134541790066531,4.55808579024702e-09,1.12116220421105e-08,2.26781971614884e-11,0.2156,0.07727,0.0002213,0.0003757,4.172,0.07727,0.0575,0.0003843
"22451",4665897969,248,6e+08,2.514e+11,2.508e+11,864,0.215938541666667,0.0771531828703715,0.000338367163194445,0.000376154745370372,0.0392470903123617,7.39589556593748e-05,0.000176618034819322,4.35450520474991e-06,0.00154033409798668,5.46992712222537e-09,3.11939302234392e-08,1.89617155781941e-11,0.22105,0.07715,0.0003014,0.0003757,5.055,0.07727,0.08569,0.0003853
"22452",4665897969,249,6e+08,2.514e+11,2.508e+11,855,0.210909941520468,0.0771668070175449,0.00030776001754386,0.000376125497076025,0.0302531180868657,6.46987539008002e-05,0.000112163250636015,4.52866283542748e-06,0.000915251153977841,4.18592875631631e-09,1.25805947932374e-08,2.05087870769821e-11,0.2122,0.07715,0.0002899,0.0003757,0.9844,0.07727,0.05872,0.0003843
"22453",4665897969,250,6e+08,2.514e+11,2.508e+11,856,0.21986238317757,0.0772278855140191,0.000166303339953271,0.000375985163551403,0.0375264237312392,0.000381943434133418,0.000114141286246282,4.86518862163605e-06,0.00140823247805651,1.45880786877629e-07,1.30282332259557e-08,2.36700603240969e-11,0.2205,0.07715,0.0001411,0.0003757,4.195,0.07922,0.06311,0.0003853
"22454",4665897969,251,6e+08,2.514e+11,2.508e+11,839,0.231036352800953,0.0770513587604295,0.000315409296781883,0.000376185101311086,0.0337619449601696,7.84763239998841e-05,0.000105746556602453,4.36715662650925e-06,0.00113986892749352,6.15853342853479e-09,1.11823342332758e-08,1.90720570004637e-11,0.231,0.07703,0.0003233,0.0003767,1,0.07727,0.05127,0.0003843
"22455",4665897969,252,6e+08,2.514e+11,2.508e+11,925,0.200054378378378,0.077058075675677,0.000361205723243243,0.000376072864864866,0.0345222256466941,0.00253743738853996,0.000123826349765011,4.35107203142258e-06,0.00119178406360127,6.43858850076049e-06,1.53329648961268e-08,1.89318278226278e-11,0.1992,0.07715,0.0003605,0.0003757,1.242,0.07727,NA,0.0003853
"22456",4665897969,253,6e+08,2.514e+11,2.508e+11,931,0.196896670247046,0.0770766702470465,0.00025374944575725,0.000375892481203009,0.037166606292604,6.93105661997225e-05,0.000149992791089582,4.7123502079295e-06,0.00138135662330943,4.80395458692612e-09,2.2497837378843e-08,2.22062444821732e-11,0.196,0.07703,0.0002279,0.0003757,1.398,0.07727,0.03992,0.0003853
"22457",4665897969,254,6e+08,2.514e+11,2.508e+11,844,0.22963981042654,0.0774443483412317,0.000160030381516588,0.000376164573459717,0.0328966764208327,0.000745741362550935,8.25023148993401e-05,4.7056527863039e-06,0.00108219131953697,5.56130179819325e-07,6.80663196374988e-09,2.21431681452497e-11,0.23245,0.07739,0.0001488,0.0003757,1.547,0.07861,0.03455,0.0003853
"22458",4665897969,255,6e+08,2.514e+11,2.508e+11,841,0.229260047562426,0.0772020332936991,0.000356734482758621,0.0003760920332937,0.0419754119863797,0.000110115864670408,0.00020860138370997,4.52725300699733e-06,0.00176193521142631,1.21255036521115e-08,4.35145372857143e-08,2.04960197893664e-11,0.2268,0.07715,0.0002661,0.0003757,1.422,0.07739,0.06519,0.0003853
"22459",4665897969,256,6e+08,2.514e+11,2.508e+11,926,0.200844600431966,0.0771248056155521,0.000342378004319654,0.00036953887688985,0.0364176106493513,7.92117586875703e-05,0.000188261077391251,2.70649613004844e-05,0.00132624236540774,6.27450271437788e-09,3.54422332605146e-08,7.32512130196717e-10,0.2021,0.07715,0.0003071,0.0003757,1.262,0.07727,0.05798,0.0003853
"22460",4665897969,257,6e+08,2.514e+11,2.508e+11,866,0.209622863741339,0.0772275866050809,0.000270141443418014,0.000376049653579678,0.0371620949790858,6.97597529147689e-05,9.02751031342032e-05,4.64877196738125e-06,0.00138102130323459,4.86642312672961e-09,8.14959424589102e-09,2.16110808047097e-11,0.2073,0.07727,0.00025415,0.0003757,4.32,0.07739,0.04572,0.0003843
"22461",4665897969,258,6e+08,2.514e+11,2.508e+11,933,0.195807824222937,0.0770421436227223,0.000297808265809218,0.000376097320471598,0.0311865354338041,7.40426216613566e-05,0.000127701022423228,4.73321331265215e-06,0.000972599992363921,5.4823098224868e-09,1.63075511279378e-08,2.24033082630676e-11,0.1953,0.07703,0.0002832,0.0003757,2.352,0.07715,0.04419,0.0003853
"22462",4665897969,259,6e+08,2.514e+11,2.508e+11,904,0.200262278761062,0.0771334070796471,0.000215601346238938,0.000375933407079647,0.0348957736798472,6.90282670740723e-05,0.000127351904389268,4.78244889082462e-06,0.00121771502071512,4.76490165524945e-09,1.62185075515732e-08,2.28718173933497e-11,0.1965,0.07715,0.0001984,0.0003757,8.594,0.07727,0.02216,0.0003853
"22463",4665897969,260,6e+08,2.514e+11,2.508e+11,925,0.198429189189189,0.0770494702702702,0.000484820648648649,0.000376187783783785,0.0384939149052351,6.98486337506468e-05,0.000143087999906798,4.34963698997306e-06,0.00148178148473148,4.87883163683199e-09,2.04741757173278e-08,1.89193419445419e-11,0.1978,0.07703,0.0004663,0.0003767,1.312,0.07715,0.0387,0.0003853
"22464",4665897969,261,6e+08,2.514e+11,2.508e+11,850,0.214789058823529,0.0770496000000008,0.000378447882352942,0.000376136000000001,0.0354283006305382,9.28622471059997e-05,0.000139861208509318,4.28880516059379e-06,0.0012551644855678,8.62339693757575e-09,1.9561157645687e-08,1.83938497055359e-11,0.2153,0.07703,0.00035,0.0003757,2.047,0.07727,0.03931,0.0003843
"22465",4665897969,262,6e+08,2.514e+11,2.508e+11,836,0.234923923444976,0.0771729186602878,0.000255890789473684,0.000376235765550241,0.0354304534514276,7.84496365303086e-05,0.000138651041223749,4.64762390004021e-06,0.00125531703177378,6.15434547173753e-09,1.92241112324299e-08,2.1600407916225e-11,0.2357,0.07715,0.0002127,0.0003757,1.5,0.07739,0.05066,0.0003853
"22466",4665897969,263,6e+08,2.514e+11,2.508e+11,947,0.191993664202746,0.0770234635691657,0.000211024571277719,0.000376081626187963,0.0318668092653458,0.000195837334593418,9.31371954453136e-05,4.52266786592212e-06,0.00101549353275393,3.83522616206545e-08,8.67453717541853e-09,2.04545246254445e-11,0.1931,0.07703,0.0002022,0.0003767,4,0.07886,0.03058,0.0003853
"22467",4665897969,264,6e+08,2.514e+11,2.508e+11,871,0.209870838117107,0.0771592422502877,0.00026044386337543,0.000375974167623423,0.0381662831776373,0.000454517427412918,0.000115330385672873,4.60051830807188e-06,0.0014566651715956,2.06586091822057e-07,1.33010978594537e-08,2.11647687029046e-11,0.2109,0.07703,0.0002298,0.0003757,2.234,0.0791,0.03638,0.0003843
"22468",4665897969,265,6e+08,2.514e+11,2.508e+11,865,0.223069017341041,0.0771023005780353,0.000177572289017341,0.000376215606936418,0.0395883998170541,0.000163891908575208,8.43943496569148e-05,4.62596828031791e-06,0.00156724140007493,2.68605576964244e-08,7.1224062540136e-09,2.13995825305074e-11,0.2256,0.07715,0.0001688,0.0003757,2.781,0.07874,0.04797,0.0003853
"22469",4665897969,266,6e+08,2.514e+11,2.508e+11,877,0.226438768529076,0.0769810148232612,0.00066711624059293,0.000376133067274801,0.0378321059966776,0.000165220196254389,0.000379566486765121,3.58886867501076e-06,0.00143126824414385,2.72977132503387e-08,1.44070717875217e-07,1.28799783664735e-11,0.2261,0.0769,0.0007744,0.0003757,0.9688,0.07727,0.04858,0.0003853
"22470",4665897969,267,6e+08,2.514e+11,2.508e+11,855,0.217178245614035,0.0770833567251468,0.000295723066666667,0.000376110292397663,0.0395969795670015,7.47209186874308e-05,0.000111610045439684,4.51728782110082e-06,0.00156792079082953,5.58321568949365e-09,1.24568022430483e-08,2.04058892586658e-11,0.217,0.07703,0.0002718,0.0003757,3.227,0.07727,0.06274,0.0003843
"22471",4665897969,268,6e+08,2.514e+11,2.508e+11,840,0.219806666666667,0.0770148214285719,0.00047105880952381,0.000376193690476192,0.0396774627722853,6.99392995313385e-05,0.000152693125509442,3.92737656988999e-06,0.00157430105204609,4.89150561893429e-09,2.33151905778421e-08,1.54242867217209e-11,0.2178,0.07703,0.0004616,0.0003767,3.273,0.07715,0.04919,0.0003834
"22472",4665897969,269,6e+08,2.514e+11,2.505e+11,882,0.209584013605442,0.0771404761904772,0.000383711390022676,0.000376142403628119,0.0316325574136283,8.08103116558977e-05,0.000153094852070936,4.36233415223338e-06,0.00100061868852649,6.53030646992332e-09,2.34380337306219e-08,1.90299592557417e-11,0.2078,0.07715,0.0003777,0.0003757,2.992,0.07739,0.052,0.0003853
"22473",4665897969,270,6e+08,2.514e+11,2.508e+11,893,0.209992833146696,0.0772025307950732,0.000257731027995521,0.000375929563269878,0.0366974277597765,7.16734654788025e-05,0.000116065813015789,4.65226685785287e-06,0.00134670120418401,5.13708565374109e-09,1.3471272951016e-08,2.16435869166763e-11,0.21,0.07715,0.0002394,0.0003757,1.234,0.07739,0.05322,0.0003853
"22474",4665897969,271,6e+08,2.514e+11,2.508e+11,880,0.210248863636363,0.0770512045454546,0.000370888014772727,0.000376010454545456,0.0363214710499249,8.62076967984088e-05,0.000152866431629722,4.39255806405043e-06,0.00131924925923053,7.43176698728637e-09,2.33681459192046e-08,1.92945663460545e-11,0.2119,0.07703,0.0003772,0.0003757,0.9141,0.07727,0.05737,0.0003853
"22475",4665897969,272,6e+08,2.514e+11,2.508e+11,911,0.207473216245884,0.0770572447859498,0.000278081518111965,0.000376078814489573,0.0345320823353244,7.12308151363081e-05,0.000153789506991496,4.52460685192085e-06,0.00119246471041363,5.07382902498289e-09,2.36512124606873e-08,2.04720671644491e-11,0.2034,0.07703,0.0002737,0.0003757,2.32,0.07715,0.05353,0.0003853
"22476",4665897969,273,6e+08,2.514e+11,2.508e+11,885,0.216497627118644,0.077241367231638,0.000249485259887006,0.000376128248587571,0.0434070169825379,5.7593575733275e-05,0.000110088523468874,4.80012181516228e-06,0.00188416912332234,3.31701996574449e-09,1.21194829995568e-08,2.30411694403968e-11,0.2163,0.07727,0.0002298,0.0003757,1.875,0.07727,0.05438,0.0003853
"22477",4665897969,274,6e+08,2.51315e+11,2.50715e+11,915,0.202088852459016,0.0771173770491812,0.00044697720874317,0.000376154972677597,0.0389553254519434,7.30479363460141e-05,0.000223234515752431,4.24201462117926e-06,0.00151751738106683,5.33600100441132e-09,4.98336490232222e-08,1.79946880462986e-11,0.2009,0.07715,0.0004187,0.0003757,6.25,0.07727,0.04572,0.0003853
"22478",4665897969,275,6e+08,2.514e+11,2.50769e+11,939,0.194433146964856,0.076446932907348,0.000303851277955272,0.000352886331309905,0.0401706079193686,0.00602236621663828,0.000160498551710124,7.59408046230914e-05,0.00161367774061164,3.62688948473061e-05,2.57597851010474e-08,5.76700580680254e-09,0.1936,0.07703,0.0002842,0.0003748,1.039,0.07727,NA,0.0003843
"22479",4665897969,276,6e+08,2.514e+11,2.508e+11,845,0.232832189349113,0.0772387573964496,0.000402133076923077,0.000376054437869824,0.0345502769937269,7.57958975671037e-05,0.000231059117366118,4.32587495710819e-06,0.00119372164034326,5.74501808800288e-09,5.33883157180095e-08,1.87131941445358e-11,0.2339,0.07727,0.0003242,0.0003757,6.781,0.07739,0.03998,0.0003853
"22480",4665897969,277,6e+08,2.514e+11,2.508e+11,889,0.204728008998875,0.077270528683914,0.000274527161979752,0.000376002812148483,0.037689237426163,6.52425440025722e-05,0.000144366568096215,4.7909241065401e-06,0.00142047861776569,4.25658954792757e-09,2.08417059838791e-08,2.2952953794627e-11,0.2026,0.07727,0.0002451,0.0003757,3.5,0.07739,0.05341,0.0003853
"22481",4665897969,278,6e+08,2.514e+11,2.508e+11,846,0.236136879432624,0.0779094208037821,0.000283318888888889,0.00037609680851064,0.038149792423636,0.000463541316075195,0.000150238187114339,4.44794499228719e-06,0.00145540666196651,2.14870551708724e-07,2.2571512867403e-08,1.97842146544127e-11,0.2378,0.07812,0.0002613,0.0003757,1.219,0.07825,0.0575,0.0003853
"22482",4665897969,279,6e+08,2.514e+11,2.508e+11,894,0.209234787472036,0.0768923825503357,0.000458911441834452,0.000376158948545863,0.0369329929267603,0.0025765883293613,0.000176609571000585,4.1158317518659e-06,0.00136404596652813,6.63880741900087e-06,3.11909405690106e-08,1.69400710096675e-11,0.2079,0.07703,0.0004578,0.0003757,1.562,0.07727,NA,0.0003853
"22483",4665897969,280,6e+08,2.514e+11,2.508e+11,875,0.215431314285714,0.077160274285715,0.000442856571428571,0.000376154971428573,0.0410901136448439,8.27898429209681e-05,0.000179984988679854,4.25121679637193e-06,0.00168839743934619,6.85415809087858e-09,3.23945961500873e-08,1.80728442497548e-11,0.2166,0.07715,0.0004253,0.0003767,1.266,0.07739,0.052,0.0003843
"22484",4665897969,281,6e+08,2.514e+11,2.508e+11,876,0.21758401826484,0.0771383219178091,0.000425079737442922,0.000376214954337901,0.037315514295657,7.35611172072259e-05,0.000152973861938529,4.17143950462784e-06,0.00139244760714938,5.41123796477523e-09,2.34010024363881e-08,1.74009075407697e-11,0.2174,0.07715,0.0003929,0.0003757,4.961,0.07727,0.05798,0.0003853
"22485",4665897969,282,6e+08,2.514e+11,2.508e+11,838,0.231205608591885,0.0770889976133664,0.000253728281622911,0.000358213162291172,0.0335312048826709,8.27597319476339e-05,9.41725798233862e-05,5.47866601563478e-05,0.00112434170088365,6.84917323204422e-09,8.86847479059204e-09,3.00157813108715e-09,0.2317,0.07715,0.00022745,0.0003748,6.188,0.07727,0.04956,0.0003843
"22486",4665897969,283,6e+08,2.514e+11,2.508e+11,893,0.210956326987682,0.0771528219484895,0.000372863426651736,0.000376090369540875,0.0390024771656734,5.88462377480038e-05,0.000155216714501585,4.43997045525705e-06,0.00152119322505888,3.46287969709459e-09,2.40922284606664e-08,1.97133376435555e-11,0.2156,0.07715,0.00033,0.0003757,3.453,0.07727,0.05237,0.0003853
"22487",4665897969,284,6e+08,2.514e+11,2.508e+11,908,0.206493171806167,0.076961024229075,0.000332071784140969,0.000376049118942732,0.038551374358134,0.00255782064834354,0.000116943978702182,4.64567816077358e-06,0.00148620846490099,6.54244646909257e-06,1.36758941546965e-08,2.15823255734886e-11,0.2073,0.07703,0.0003104,0.0003757,1.258,0.07715,NA,0.0003843
"22488",4665897969,285,6e+08,2.514e+11,2.508e+11,908,0.207560209251101,0.0770252533039649,0.00051953821585903,0.00037620165198238,0.039672653709156,8.79601101086514e-05,0.000272633360851702,4.11585359933839e-06,0.00157391945232661,7.73698097032609e-09,7.43289494492941e-08,1.69402508511868e-11,0.2104,0.07703,0.00049735,0.0003767,2.859,0.07715,0.04291,0.0003853
"22489",4665897969,286,6e+08,2.514e+11,2.508e+11,885,0.217667344632768,0.0772180225988703,0.000252958020338983,0.000376218192090397,0.0400472321008147,7.34280171110401e-05,0.000106374724770053,4.76768879608057e-06,0.00160378079893652,5.39167369685919e-09,1.13155820699045e-08,2.27308564562722e-11,0.2192,0.07727,0.0002317,0.0003757,1.031,0.07739,0.04572,0.0003862
"22490",4665897969,287,6e+08,2.514e+11,2.508e+11,882,0.215792403628118,0.0771652040816335,0.000348255011337868,0.000376090929705216,0.0371563781180521,6.42887681021594e-05,0.000127435607535469,4.50078911452156e-06,0.00138059643485166,4.13304570409323e-09,1.6239834067934e-08,2.02571026533958e-11,0.21715,0.07715,0.00032185,0.0003757,1.891,0.07727,0.04901,0.0003853
"22491",4665897969,288,6e+08,2.514e+11,2.508e+11,883,0.210025707814269,0.0771355379388459,0.000402301038505096,0.00037625288788222,0.0392055963199569,7.74290654749852e-05,0.00016746331160774,4.36925718141508e-06,0.00153707878280342,5.99526018032954e-09,2.80439607346311e-08,1.90904083173473e-11,0.2087,0.07715,0.0003681,0.0003767,1.086,0.07727,0.03564,0.0003853
"22492",4665897969,289,6e+08,2.514e+11,2.508e+11,877,0.219130102622577,0.0770961687571272,0.000207387532497149,0.000376133751425315,0.0444899448042824,8.6472783375933e-05,8.54471644859684e-05,4.53078774862293e-06,0.00197935518868809,7.47754226478103e-09,7.30121791869214e-09,2.05280376230716e-11,0.217,0.07715,0.0001974,0.0003767,1.836,0.07727,0.06409,0.0003843
"22493",4665897969,290,6e+08,2.514e+11,2.508e+11,924,0.201915476190476,0.0769942316017315,0.000439101050865801,0.000376137554112555,0.0417107943696264,8.5099867641636e-05,0.000136598294923285,4.25687219192572e-06,0.00173979036694526,7.24198747262396e-09,1.86590941759487e-08,1.81209608583905e-11,0.2014,0.07703,0.00042105,0.0003757,5.297,0.07715,0.03857,0.0003853
"22494",4665897969,291,6e+08,2.514e+11,2.508e+11,845,0.222734556213018,0.0772133136094676,0.000289410720710059,0.000376163905325445,0.0385561643475155,7.49733119458992e-05,9.89912307800706e-05,4.53837104527391e-06,0.00148657780919263,5.6209975041371e-09,9.7992637713532e-09,2.05968117445806e-11,0.2205,0.07727,0.000267,0.0003757,3.703,0.07739,0.04572,0.0003843
"22495",4665897969,292,6e+08,2.514e+11,2.508e+11,854,0.231398594847775,0.0770645784543331,0.000455352576112412,0.000376138407494146,0.0430241800428922,7.65002221572259e-05,0.000185906524335598,4.07104841657191e-06,0.0018510800683632,5.85228399010492e-09,3.45612357905423e-08,1.65734352100727e-11,0.23305,0.07703,0.0004015,0.0003757,20.44,0.07727,0.04535,0.0003843
"22496",4665897969,293,6e+08,2.514e+11,2.508e+11,910,0.212985934065934,0.0771053846153854,0.000247432610989011,0.000376168131868133,0.0488285787112583,6.924244633686e-05,9.26248969957206e-05,4.79117448460057e-06,0.00238423009896155,4.79451637471293e-09,8.57937154346786e-09,2.29553529418876e-11,0.2118,0.07715,0.0002375,0.0003762,1.461,0.07727,0.0542,0.0003853
"22497",4665897969,294,6e+08,2.514e+11,2.50778e+11,900,0.202793224444444,0.07630938888889,0.000425455082222223,0.000357957560777779,0.0354290240216155,0.00695255644469521,0.000208798830094377,6.86579930888754e-05,0.00125521574312421,4.83380411166729e-05,4.35969514487807e-08,4.71392001499207e-09,0.2021,0.07703,0.00041485,0.0003757,1.062,0.07727,NA,0.0003853
"22498",4665897969,295,6e+08,2.514e+11,2.508e+11,851,0.220274735605171,0.0772333019976501,0.000211925439482961,0.000376082608695654,0.0308139629697415,9.12902377784664e-05,9.41838389677752e-05,4.73681235688599e-06,0.000949500313900601,8.33390751364893e-09,8.8705955227078e-09,2.24373913043478e-11,0.2202,0.07727,0.0002022,0.0003757,2.586,0.07739,0.03436,0.0003853
"22499",4665897969,296,6e+08,2.514e+11,2.508e+11,840,0.226348690476191,0.0771622142857151,0.0004135125,0.000376167380952383,0.0386323139822454,6.7229185058897e-05,0.000144783149914298,4.08684716030278e-06,0.00149245568362279,4.51976332368342e-09,2.09621604991061e-08,1.67023197116749e-11,0.2266,0.07715,0.00039625,0.0003767,1.602,0.07727,0.06067,0.0003843
"22500",4665897969,297,6e+08,2.51283e+11,2.50683e+11,872,0.206147591743119,0.0772110779816518,0.000279377053899082,0.000375826605504589,0.0347613701251353,6.95729692126266e-05,0.000113583040292672,4.82602050174161e-06,0.00120835285297665,4.84039804506108e-09,1.29011070421268e-08,2.32904738832303e-11,0.2063,0.07727,0.0002613,0.0003757,3.016,0.07727,0.05188,0.0003853
"22501",4665897969,298,6e+08,2.514e+11,2.50638e+11,898,0.198724988864143,0.0765241870824064,0.000349709966592428,0.000347075010801784,0.0448331377961515,0.00551223467994106,0.00015466946731756,8.94824217922281e-05,0.0020100102446487,3.0384731166745e-05,2.39226441202977e-08,8.00710380980221e-09,0.20595,0.07715,0.00032855,0.0003748,7.938,0.07727,NA,0.0003853
"22502",4665897969,299,6e+08,2.514e+11,2.508e+11,888,0.210026689189189,0.0771400450450462,0.000309948211711712,0.000375976013513514,0.0384027511208311,6.18686665709434e-05,0.000110707131568363,4.6738278091834e-06,0.0014747712936485,3.82773190326657e-09,1.22560689800949e-08,2.18446663898961e-11,0.20985,0.07715,0.000289,0.0003757,1.719,0.07727,0.04712,0.0003853
"22503",4665897969,300,6e+08,2.514e+11,2.508e+11,865,0.211278612716763,0.0770978843930641,0.000276645611560694,0.000376067745664741,0.034818261863343,6.57843386541503e-05,0.000104413092924608,4.72732282998976e-06,0.00121231135918433,4.32757921216393e-09,1.09020939740827e-08,2.23475811389424e-11,0.207,0.07715,0.0002537,0.0003757,1.562,0.07727,0.05115,0.0003853
